; Zeus eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"because [leader_name] is really pleased with you"
PHRASE_CONDENSED_hephaestus_quest2_fulfilled_reason	  			"since you sabotaged the weapon,"
PHRASE_CONDENSED_hephaestus_quest2_fulfilled_no_reason	  			"N/A"

;********Aphrodite quest2 fulfilled**********
PHRASE_aphrodite_quest2_fulfilled_title 					"[hero_needed] finds Spring of Youth!"
PHRASE_aphrodite_quest2_fulfilled_initial_announcement 	"Congratulations, my cute little urchin! You have completed my quest! The Spring of Youth is all that I imagined it could be. Now, I have a back-up plan to staying young, just in case this immortality thing doesn't work out.  Be a doll and thank [hero_needed] profusely for me! As a reward, you may now build a Commemorative Monument dedicated to me, Aphrodite."
PHRASE_aphrodite_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_aphrodite_quest2_fulfilled_reason	  			"because [hero_needed] found the Spring of Youth at your request,"

PHRASE_CONDENSED_aphrodite_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_aphrodite_quest2_fulfilled_initial_announcement 	"Congratulations, my cute little urchin! You have completed my quest!"
PHRASE_CONDENSED_aphrodite_quest2_fulfilled_reason	  			"since you found the Spring of Youth,"
PHRASE_CONDENSED_aphrodite_quest2_fulfilled_no_reason	  			"N/A"

;********Hermes quest2 fulfilled**********
PHRASE_hermes_quest2_fulfilled_title 					"[hero_needed] cripples the defenses!"
PHRASE_hermes_quest2_fulfilled_initial_announcement 	"Well done! You have fulfilled my quest, and I am most proud! At your urging and with my help, [hero_needed] stole the orichalc that makes Atlantean defenses so strong! As you march off to war, keep in mind what I, Hermes, have done for you. To mark the occasion, and to honor me, Hermes, you may now construct a Commemorative Monument."
PHRASE_hermes_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hermes_quest2_fulfilled_reason	  			"because [hero_needed] stole orichalc and crippled the defenses,"

PHRASE_CONDENSED_hermes_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hermes_quest2_fulfilled_initial_announcement 	"Well done! You have fulfilled my quest, and I am most proud!"
PHRASE_CONDENSED_hermes_quest2_fulfilled_reason	  			"since you crippled the defenses,"
PHRASE_CONDENSED_hermes_quest2_fulfilled_no_reason	  			"N/A"
2
;********Dionysus quest2 fulfilled**********
PHRASE_dionysus_quest2_fulfilled_title 					"[hero_needed] makes most of drunken chaos!"
PHRASE_dionysus_quest2_fulfilled_initial_announcement 	"I raise my cup to you, mortal. You have completed my quest!  While the Atlanteans were falling down drunk, [hero_needed] did some serious damage to the city's defenses.  The city is now quite weak!  To honor me, the great god Dionysus, you may now construct a Commemorative Monument."
PHRASE_dionysus_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_dionysus_quest2_fulfilled_reason	  			"because [hero_needed] exploited the drunken chaos, at your request,"

PHRASE_CONDENSED_dionysus_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_dionysus_quest2_fulfilled_initial_announcement 	"I raise my cup to you, mortal. You have completed my quest!"
PHRASE_CONDENSED_dionysus_quest2_fulfilled_reason	  			"since you exploited the drunken chaos,"
PHRASE_CONDENSED_dionysus_quest2_fulfilled_no_reason	  			"N/A"

;********Hera quest2 fulfilled**********
PHRASE_hera_quest2_fulfilled_title 					"[hero_needed] helps distract Zeus!"
PHRASE_hera_quest2_fulfilled_initial_announcement 	"Superb! You have fulfilled my quest! When Zeus saw me with [hero_needed], he flew into a jealous rage! He is still up here on Olympus, cursing the name of [hero_needed], and he won't be thinking about the Greeks any time soon. You are free to fire your secret weapon at the Greek nuisance. To mark this occasion, you may now construct a Commemorative Monument to me, Hera."
PHRASE_hera_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hera_quest2_fulfilled_reason	  			"because [hero_needed] helped to divert Zeus' attention,"

PHRASE_CONDENSED_hera_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hera_quest2_fulfilled_initial_announcement 	"Superb! You have fulfilled my quest!"
PHRASE_CONDENSED_hera_quest2_fulfilled_reason	  			"since you distracted Zeus,"
PHRASE_CONDENSED_hera_quest2_fulfilled_no_reason	  			"N/A"

;********atlas quest2 fulfilled**********
PHRASE_atlas_quest2_fulfilled_title 					"[hero_needed] assumes Atlas' burden!"
PHRASE_atlas_quest2_fulfilled_initial_announcement 	"I am impressed, mortal! You have fulfilled my quest! It was easy to dupe [hero_needed] into taking the world off my shoulders. Now, the hero is buckling under the weight, and I am free to help you! To mark this occasion, you may now construct a Commemorative Monument in honor of me, Atlas."
PHRASE_atlas_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_atlas_quest2_fulfilled_reason	  			"because [hero_needed] relieved Atlas of his burden, at your request,"

PHRASE_CONDENSED_atlas_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_atlas_quest2_fulfilled_initial_announcement 	"I am impressed, mortal! You have fulfilled my quest!"
PHRASE_CONDENSED_atlas_quest2_fulfilled_reason	  			"since you relieved Atlas of his burden,"
PHRASE_CONDENSED_atlas_quest2_fulfilled_no_reason	  			"N/A"

;CITY HISTORY
;********************NON FAVOR-AFFECTING EVENTS***********************
PHRASE_hera_disaster_history					"Suffered wrath of Hera"
PHRASE_atlas_disaster_history						"Suffered wrath of Atlas"
PHRASE_hera_invasion_history					"Hera slandered you"

;SANCTUARY CONSTRUCTION COMPLETE
;*******************Hera sanctuary complete		
PHRASE_hera_sanctuary_complete_title					"Orchard of Hera complete"
PHRASE_hera_sanctuary_complete_initial_announcement			"The Sanctuary to the powerful goddess Hera is now complete! Gorgeous stands of Orange Trees adorn the front of her Sanctuary, and the trees' fruit is just waiting to be plucked by a tender from an Orange Tenders' Lodge. In fact, more oranges ripen under Hera's watchful eyes, and Orange Tenders' Lodges are more productive. Cows, too, respond to the presence of the goddess and become meatier. And, with Hera in your city, you need not fear the attack of her husband, Zeus!"
PHRASE_hera_sanctuary_complete_no_reason				"N/A"

PHRASE_CONDENSED_hera_sanctuary_complete_title				"n/a"
PHRASE_CONDENSED_hera_sanctuary_complete_initial_announcement		"The Orchard of Hera is complete."
PHRASE_CONDENSED_hera_sanctuary_complete_no_reason			"N/A"

;*******************Poseidon sanctuary2 complete		
PHRASE_poseidon_sanctuary2_complete_title				"Citadel of Poseidon complete"
PHRASE_poseidon_sanctuary2_complete_initial_announcement			"Atlateans everywhere rejoice! The Citadel of Poseidon is complete! The great god of Atlantis will watch over his people, providing them with plentiful seafood. And, the Kraken will defend the city from harm!"
PHRASE_poseidon_sanctuary2_complete_no_reason				"N/A"

PHRASE_CONDENSED_poseidon_sanctuary2_complete_title			"n/a"
PHRASE_CONDENSED_poseidon_sanctuary2_complete_initial_announcement	"The Citadel of Poseidon is complete."
PHRASE_CONDENSED_poseidon_sanctuary2_complete_no_reason			"N/A"

;*******************Atlas sanctuary complete		
PHRASE_atlas_sanctuary_complete_title					"Pillar of Atlas complete"
PHRASE_atlas_sanctuary_complete_initial_announcement			"The Sanctuary to Atlas, the son of Poseidon, is complete! The great Titan will help stonecutters chisel marble and will watch over artisans!"
PHRASE_atlas_sanctuary_complete_no_reason				"N/A"
	
PHRASE_CONDENSED_atlas_sanctuary_complete_title				"n/a"
PHRASE_CONDENSED_atlas_sanctuary_complete_initial_announcement		"The Pillar of Atlas is complete."
PHRASE_CONDENSED_atlas_sanctuary_complete_no_reason			"N/A"

;MYTHOLOGY

;GOD UNLEASHES MONSTER
;********Hera unleashes monster****************************************
PHRASE_hera_unleashes_monster_title 					"Sphinx unleashed by Hera!"
PHRASE_hera_unleashes_monster_oracle_prediction		"You would be wise to prepare, [player_name]. Hera has decided to send the Sphinx to your city [reason_phrase], and the crafty monster's fury may cause you much pain.  Expect the Sphinx within a year!"
PHRASE_hera_unleashes_monster_city_attacked_alert  	"The joke's on you, silly mortal!  See if you can solve the problems that the Sphinx causes you! She'll do anything I ask [reason_phrase]!"
PHRASE_hera_unleashes_monster_reason  	 	 		"in order to battle the Sphinx unleashed by Hera,"
PHRASE_hera_unleashes_monster_no_reason	  	 		"to thwart you"
PHRASE_hera_unleashes_monster_disembarked_alert  	    "n/a"

PHRASE_CONDENSED_hera_unleashes_monster_title 					"n/a"
PHRASE_CONDENSED_hera_unleashes_monster_oracle_prediction		"Seers predict that Hera's Sphinx will attack within a year."
PHRASE_CONDENSED_hera_unleashes_monster_city_attacked_alert  	"The joke's on you, silly mortal!  See if you can solve the problems that the Sphinx causes you!"
PHRASE_CONDENSED_hera_unleashes_monster_reason  	 	 		"to battle Hera's Sphinx,"
PHRASE_CONDENSED_hera_unleashes_monster_no_reason  	 		""
PHRASE_CONDENSED_hera_unleashes_monster_disembarked_alert  	    "n/a"

;********Atlas unleashes monster****************************************
PHRASE_atlas_unleashes_monster_title 					"Chimera unleashed by Atlas!"
PHRASE_atlas_unleashes_monster_oracle_prediction		"Your future is grim, [player_name]. I, the priestess from the oracle, have seen that an angry Atlas will send the hideous monster Chimera to your city [reason_phrase]. The foul creature with the head of a lion, the body of a she-goat and the tail of a dragon will be sent to you within a year!"
PHRASE_atlas_unleashes_monster_city_attacked_alert  	"Let's see how you hold up against the fierce Chimera! I can't think of a better creature [reason_phrase]! Have fun, mortal!"
PHRASE_atlas_unleashes_monster_reason  	 	 		"in order to battle the Chimera unleashed by Atlas,"
PHRASE_atlas_unleashes_monster_no_reason	  	 		"to teach you a lesson"
PHRASE_atlas_unleashes_monster_disembarked_alert  	    "n/a"

PHRASE_CONDENSED_atlas_unleashes_monster_title 					"n/a"
PHRASE_CONDENSED_atlas_unleashes_monster_oracle_prediction		"Seers predict that Atlas' Chimera will attack within a year."
PHRASE_CONDENSED_atlas_unleashes_monster_city_attacked_alert  	"Let's see how you hold up against the fierce Chimera!"
PHRASE_CONDENSED_atlas_unleashes_monster_reason  	 	 		"to battle the Chimera,"
PHRASE_CONDENSED_atlas_unleashes_monster_no_reason  	 		""
PHRASE_CONDENSED_atlas_unleashes_monster_disembarked_alert  	    "n/a"

;MONSTER IN CITY EVENTS
;*******echidna*******************
PHRASE_echidna_in_city_title						"Echidna in city"
PHRASE_echidna_in_city_initial_announcement       "You have trouble, [player_name]. Echidna has come to your city, and she is intent on making you suffer!"
PHRASE_echidna_in_city_initial_reason             "to fight Echidna,"

PHRASE_CONDENSED_echidna_in_city_title						"n/a"
PHRASE_CONDENSED_echidna_in_city_initial_reason             "to fight Echidna,"
PHRASE_CONDENSED_echidna_in_city_initial_announcement       "Echidna is in the city!" 

PHRASE_echidna_slain_title						"Echidna slain"
PHRASE_echidna_slain_initial_announcement       "The great beast Echidna has been slain! It is time to celebrate!"
PHRASE_CONDENSED_echidna_slain_title						"n/a"
PHRASE_CONDENSED_echidna_slain_initial_announcement       "Echidna has been slain!"

;*******chimera*******************
PHRASE_chimera_in_city_title						"Chimera in city"
PHRASE_chimera_in_city_initial_announcement       "Terrible news, [player_name]! Chimera has flown into the city, determined to make a mess of things! " 
PHRASE_chimera_in_city_initial_reason             "in order to fight Chimera,"

PHRASE_CONDENSED_chimera_in_city_title						"n/a"
PHRASE_CONDENSED_chimera_in_city_initial_announcement       "Chimera is in the city!"
PHRASE_CONDENSED_chimera_in_city_initial_reason             "to battle Chimera,"

PHRASE_chimera_slain_title						"Chimera slain"
PHRASE_chimera_slain_initial_announcement       "The foul Chimera has been killed! Our city is saved!"
PHRASE_CONDENSED_chimera_slain_title						"n/a"
PHRASE_CONDENSED_chimera_slain_initial_announcement       "The Chimera has been slain!"

;*******sphinx*******************
PHRASE_sphinx_in_city_title						"Sphinx in city"
PHRASE_sphinx_in_city_initial_announcement       "The Sphinx has sauntered into our city, posing her deadly question to anyone who comes near! Who knows the trouble she may cause?" 
PHRASE_sphinx_in_city_initial_reason             "in order to battle the Sphinx,"

PHRASE_CONDENSED_sphinx_in_city_title						"n/a"
PHRASE_CONDENSED_sphinx_in_city_initial_announcement       "The Sphinx is in the city!" 
PHRASE_CONDENSED_sphinx_in_city_initial_reason             "to battle the Sphinx,"

PHRASE_sphinx_slain_title						"Sphinx slain"
PHRASE_sphinx_slain_initial_announcement       "The Sphinx has been killed! Her mocking question and her penchant for destruction no longer burden the city!"
PHRASE_CONDENSED_sphinx_slain_title						"n/a"
PHRASE_CONDENSED_sphinx_slain_initial_announcement       "The Sphinx is dead!"

;*******harpies*******************
PHRASE_harpies_in_city_title						"Harpy in city"
PHRASE_harpies_in_city_initial_announcement       "The vicious Harpy is here! This scary creature is bent on destruction!" 
PHRASE_harpies_in_city_initial_reason             "to battle the Harpy,"

PHRASE_CONDENSED_harpies_in_city_title						"n/a"
PHRASE_CONDENSED_harpies_in_city_initial_announcement       "The Harpy has come to the city!" 
PHRASE_CONDENSED_harpies_in_city_initial_reason             "to battle the Harpy,"

PHRASE_harpies_slain_title						"Harpy slain"
PHRASE_harpies_slain_initial_announcement       "The Harpy has been killed! She won't bother us any more!" 
PHRASE_CONDENSED_harpies_slain_title						"n/a"
PHRASE_CONDENSED_harpies_slain_initial_announcement       "The Harpy has been slain!"

;INDEPENDENT MONSTER INVADES
;****************echidna invades******************************
PHRASE_independent_echidna_invades_title 					"Echidna attacks!"
PHRASE_independent_echidna_invades_oracle_prediction		"Begin your preparations, [player_name].  I, the seer from the Oracle, predict that Echidna will begin a journey to your city within a year! She is determined to destroy you!"
PHRASE_independent_echidna_invades_initial_announcement	"Oh great [player_name], [reason_phrase] Echidna is coming to your city! She will slither over the city's borders in [time_until_attack] months!"
PHRASE_independent_echidna_invades_2year_reminder 			"Most notable [player_name], don't be fooled by Echidna's face! Though she has the sweet looks of a nymph, she has the deadly body of a servant! Prepare the city, for she will be here in only two years!"
PHRASE_independent_echidna_invades_1year_reminder 			"Hurry, [player_name], for there is only one year to prepare! The monstrous Echidna is making her way here!"
PHRASE_independent_echidna_invades_6month_warning 			"We could soon be doomed, [player_name]! Our latest reports reveal that Echidna is not too far away! She is expected to make her grand entrance into the city in only six months!"
